"","Long","Lat","texture_class","clay_content","bulk_density","aluminium_extractable","carbon_total","calcium_extractable","cation_exchange_capacity","iron_extractable","potassium_extractable","magnesium_extractable","nitrogen_total","carbon_organic","phosphorous_extractable","sulphur_extractable","zinc_extractable","ph","sand_content","silt_content","stone_content"
"1206",2.78766,7.3789,"Sandy Loam",13,1.38,80.5,21.2,664.1,8,65.7,80.5,147.4,1,10,8,5.7,2.7,6.2,65,15,2.3
"1207",2.83531,7.3789,"Sandy Loam",12,1.35,89,21.2,543.6,8,80.5,80.5,120.5,1.1,10,7.2,5.7,2.3,6.2,66,16,3.1
"1208",2.88296,7.3789,"Sandy Loam",13,1.35,80.5,23.5,664.1,7.2,72.7,89,133.3,1,10,7.2,5,3.1,6.2,71,14,1.7
"1209",2.93062,7.3789,"Sandy Loam",17,1.34,89,23.5,600.8,7.2,72.7,98.5,163,1,10,6.4,5,3.1,6.2,67,13,2
"1210",2.97827,7.3789,"Sandy Loam",13,1.32,80.5,19.1,600.8,7.2,72.7,65.7,120.5,0.9,9,8,5.7,3.1,6.1,69,13,3.5
"1211",3.02592,7.3789,"Sandy Loam",18,1.27,98.5,23.5,600.8,9,72.7,89,147.4,1.3,11.2,6.4,6.4,3.1,5.9,64,15,3.1
"1212",3.07357,7.3789,"Sandy Loam",13,1.36,72.7,21.2,600.8,8,65.7,80.5,120.5,0.8,9,7.2,5.7,1.7,6.2,67,16,3.5
"1213",3.11961,7.37885,"Sandy Loam",15,1.29,89,21.2,543.6,7.2,72.7,89,120.5,1.1,7.2,7.2,6.4,1.5,6.1,60,18,2.7
"1214",3.16887,7.3789,"Sandy Loam",14,1.33,98.5,15.4,664.1,8,72.7,89,163,1,7.2,8,6.4,1.7,6.1,60,15,4
"1215",3.21652,7.3789,"Sandy Loam",11,1.37,89,13.9,600.8,7.2,72.7,59.3,120.5,0.8,8,8,5.7,2,6,66,15,4.5
"1216",3.26417,7.3789,"Sandy Loam",12,1.29,89,13.9,664.1,5.7,65.7,59.3,147.4,0.8,7.2,8,5.7,1.7,6,67,16,6.4
"1217",3.31183,7.3789,"Sandy Loam",10,1.33,89,21.2,600.8,6.4,65.7,72.7,120.5,1,9,7.2,5.7,1.7,6.2,66,14,3.1
"1218",3.35948,7.3789,"Sandy Loam",14,1.35,89,23.5,543.6,7.2,65.7,72.7,133.3,1,9,8,5.7,1.7,6,62,15,2
"1219",3.40713,7.3789,"Sandy Loam",16,1.34,80.5,26.1,600.8,8,89,89,163,1,8,7.2,5.7,1.7,5.9,62,18,1.5
"1220",3.45478,7.3789,"Sandy Loam",15,1.34,72.7,32.1,491.7,8,89,80.5,133.3,1.1,9,6.4,6.4,2,5.8,60,16,1.2
"1221",3.50243,7.3789,"Sandy Loam",18,1.31,72.7,32.1,600.8,8,80.5,80.5,133.3,1.2,9,8,5.7,2.3,6,63,14,2.3
"1222",3.55008,7.3789,"Sandy Loam",16,1.31,48.4,26.1,600.8,7.2,65.7,80.5,120.5,1.3,9,7.2,5,2.3,6.1,62,14,2
"1223",3.59664,7.37732,"Sandy Loam",17,1.36,53.6,23.5,734.1,8,72.7,72.7,133.3,1.3,11.2,7.2,5.7,2.3,6,63,15,2
"1224",3.64539,7.3789,"Sandy Loam",15,1.36,39.4,23.5,543.6,6.4,72.7,59.3,108.9,1.1,9,7.2,5,2.3,6,66,14,3.1
"1225",3.69304,7.3789,"Sandy Loam",15,1.33,48.4,26.1,491.7,7.2,72.7,59.3,108.9,1.1,10,7.2,5,2.3,6.1,68,14,2.7
"1226",3.72623,7.3769,"Sandy Loam",18,1.36,72.7,26.1,600.8,8,65.7,65.7,133.3,1.4,10,8,5,2.3,6.1,67,15,2
"1227",3.76826,7.36967,"Sandy Loam",15,1.32,48.4,32.1,543.6,8,72.7,59.3,108.9,1.5,9,7.2,5.7,2.7,5.9,60,16,2.3
"1228",3.80908,7.45722,"Sandy Loam",16,1.31,39.4,23.5,543.6,7.2,65.7,59.3,108.9,1.3,9,7.2,5,2.3,5.9,67,15,4
"1229",4.03798,7.40742,"Sandy Loam",19,1.34,43.7,32.1,444.9,7.2,65.7,59.3,89,1.5,11.2,6.4,5.7,2.3,5.8,58,14,2.3
"1230",4.03463,7.38894,"Sandy Loam",18,1.35,48.4,21.2,491.7,7.2,72.7,65.7,108.9,1.3,10,7.2,6.4,2,6.1,64,16,2
"1231",4.07425,7.3789,"Sandy Loam",16,1.34,53.6,29,543.6,7.2,65.7,65.7,120.5,1.3,9,6.4,6.4,2,5.9,66,16,2
"1232",4.1219,7.3789,"Sandy Loam",17,1.32,39.4,35.6,444.9,8,72.7,59.3,108.9,1.5,9,7.2,5.7,2.3,5.9,62,13,1.7
"1233",4.16955,7.3789,"Sandy Loam",18,1.33,43.7,29,491.7,8,80.5,72.7,108.9,1.3,9,7.2,7.2,2.3,5.9,62,13,1.5
"1234",4.2172,7.3789,"Sandy Loam",16,1.33,65.7,23.5,329.3,6.4,72.7,72.7,98.5,1.3,10,7.2,6.4,2.3,5.7,65,12,2.3
"1235",4.26485,7.3789,"Sandy Loam",18,1.31,21.2,32.1,402.4,5,72.7,48.4,98.5,1.6,10,6.4,6.4,2.7,5.9,60,12,2.3
"1236",4.31373,7.38135,"Sandy Loam",18,1.3,21.2,35.6,491.7,6.4,89,48.4,108.9,1.5,9,7.2,6.4,3.1,5.9,60,12,2.7
"1237",4.36227,7.38282,"Sandy Clay Loam",21,1.31,26.1,32.1,402.4,6.4,98.5,53.6,98.5,1.5,10,7.2,6.4,3.1,5.9,61,14,2
"1238",4.40781,7.3789,"Sandy Loam",19,1.29,35.6,29,444.9,7.2,98.5,53.6,120.5,1.5,11.2,7.2,5.7,3.1,5.7,60,14,2
"1239",4.45546,7.3789,"Sandy Loam",19,1.3,21.2,35.6,402.4,6.4,80.5,53.6,108.9,1.5,10,6.4,5.7,2.7,5.9,62,14,1.7
"1240",4.50311,7.3789,"Sandy Loam",19,1.28,23.5,32.1,329.3,6.4,98.5,59.3,98.5,1.4,10,7.2,5.7,3.1,5.8,61,15,1.7
"1241",4.55076,7.3789,"Sandy Clay Loam",24,1.3,35.6,35.6,364,7.2,72.7,53.6,89,1.7,11.2,6.4,6.4,3.5,5.7,60,14,2
"1242",4.59841,7.3789,"Sandy Clay Loam",21,1.29,35.6,29,364,6.4,80.5,59.3,120.5,1.5,10,7.2,6.4,3.1,5.7,59,15,1.5
"1243",4.64606,7.3789,"Sandy Loam",20,1.28,53.6,32.1,402.4,6.4,80.5,65.7,98.5,1.5,12.5,6.4,6.4,3.5,5.8,57,15,1.2
"1244",4.69371,7.3789,"Sandy Clay Loam",25,1.27,48.4,29,329.3,6.4,80.5,59.3,98.5,1.9,11.2,6.4,5.7,3.1,5.6,55,13,1.7
"1245",4.74137,7.3789,"Sandy Clay Loam",22,1.26,43.7,29,364,7.2,80.5,53.6,108.9,1.6,11.2,7.2,7.2,3.1,5.7,58,14,2
"1246",4.78902,7.3789,"Sandy Loam",19,1.28,35.6,29,402.4,7.2,80.5,59.3,98.5,1.6,11.2,6.4,6.4,2.7,5.8,60,15,1.7
"1247",4.83667,7.3789,"Sandy Loam",18,1.3,39.4,26.1,444.9,6.4,80.5,53.6,108.9,1.5,10,6.4,5.7,2.7,5.8,62,15,1.7
"1248",4.88432,7.3789,"Sandy Clay Loam",23,1.21,53.6,29,402.4,6.4,72.7,59.3,98.5,1.6,11.2,7.2,6.4,3.5,5.7,61,14,1.7
"1249",4.93197,7.3789,"Sandy Clay Loam",21,1.27,59.3,26.1,364,7.2,72.7,65.7,98.5,1.7,11.2,6.4,6.4,2.7,5.5,57,15,1.7
"1250",4.97962,7.3789,"Sandy Clay Loam",24,1.29,43.7,39.4,297.9,5.7,65.7,53.6,98.5,1.5,10,7.2,5.7,3.5,5.6,62,13,2
"1251",5.02727,7.3789,"Sandy Clay Loam",22,1.31,48.4,35.6,444.9,7.2,65.7,53.6,108.9,1.7,11.2,7.2,6.4,3.1,5.9,61,13,1.5
"1252",5.07492,7.3789,"Sandy Clay Loam",24,1.3,35.6,35.6,402.4,6.4,80.5,59.3,98.5,1.5,11.2,5.7,6.4,3.1,5.6,60,14,1.7
"1253",5.12258,7.3789,"Sandy Clay Loam",25,1.23,43.7,35.6,364,6.4,72.7,59.3,108.9,1.5,11.2,6.4,7.2,3.1,5.6,61,14,2
"1254",5.17641,7.38232,"Sandy Clay Loam",22,1.26,48.4,32.1,402.4,7.2,59.3,72.7,98.5,1.5,11.2,7.2,6.4,3.1,5.5,60,14,2.3
"1255",5.21788,7.3789,"Sandy Clay Loam",23,1.25,65.7,26.1,297.9,7.2,72.7,65.7,98.5,1.4,11.2,9,8,2.7,5.7,59,16,4.5
"1256",5.26553,7.3789,"Sandy Clay Loam",21,1.27,43.7,32.1,364,6.4,59.3,65.7,108.9,1.6,10,7.2,5.7,2.7,5.7,65,14,2.3
"1257",5.31318,7.3789,"Sandy Clay Loam",25,1.28,35.6,32.1,329.3,6.4,65.7,59.3,89,1.7,10,6.4,6.4,2.7,5.7,63,13,2
"1258",5.36083,7.3789,"Sandy Clay Loam",26,1.28,39.4,32.1,329.3,6.4,89,53.6,98.5,1.8,10,8,6.4,2.7,5.8,59,12,1.7
"1259",5.40848,7.3789,"Sandy Clay Loam",23,1.27,39.4,32.1,297.9,7.2,80.5,65.7,89,1.6,11.2,7.2,5.7,3.1,5.8,61,13,1.7
"1260",5.45809,7.38184,"Sandy Clay Loam",23,1.26,35.6,35.6,269.4,7.2,72.7,59.3,80.5,2,12.5,7.2,5.7,3.1,5.7,62,13,2.7
"1261",5.50085,7.37597,"Sandy Clay Loam",25,1.27,35.6,26.1,402.4,7.2,72.7,72.7,80.5,1.8,11.2,6.4,6.4,2.7,5.8,58,15,2.3
"1262",5.55144,7.3789,"Sandy Clay Loam",24,1.28,39.4,32.1,364,6.4,72.7,65.7,72.7,1.4,9,6.4,6.4,2.3,5.7,62,15,2.3
"1263",5.59909,7.3789,"Sandy Loam",17,1.27,53.6,29,402.4,7.2,65.7,72.7,89,1.4,9,8,6.4,2,5.7,59,16,2.7
"1264",5.64674,7.3789,"Sandy Clay Loam",22,1.27,53.6,32.1,402.4,7.2,65.7,72.7,80.5,1.3,10,6.4,6.4,2.7,5.7,56,15,3.1
"1265",5.69439,7.3789,"Sandy Clay Loam",26,1.27,32.1,32.1,269.4,6.4,65.7,65.7,72.7,1.4,11.2,7.2,5.7,3.1,5.4,56,13,1.7
"1266",5.74204,7.3789,"Sandy Loam",20,1.32,59.3,26.1,444.9,6.4,65.7,72.7,89,1.2,9,7.2,7.2,2.7,5.9,64,15,1.5
"1267",5.78969,7.3789,"Sandy Clay Loam",25,1.21,80.5,35.6,364,9,65.7,72.7,89,1.5,12.5,6.4,8,3.1,5.7,56,15,2.3
"1268",5.83735,7.3789,"Sandy Clay Loam",24,1.22,89,29,297.9,7.2,65.7,80.5,72.7,1.5,12.5,7.2,7.2,3.1,5.6,52,13,3.1
"1269",5.885,7.3789,"Sandy Loam",20,1.26,65.7,29,364,6.4,65.7,65.7,80.5,1.4,10,7.2,6.4,3.1,5.7,61,14,3.1
"1270",5.93265,7.3789,"Sandy Clay Loam",20,1.28,65.7,26.1,444.9,6.4,65.7,80.5,89,1.2,9,6.4,5.7,2.3,5.9,62,14,3.1
"1271",2.83531,7.4259,"Sandy Loam",12,1.35,108.9,21.2,600.8,7.2,72.7,72.7,133.3,0.8,9,7.2,5.7,2.7,6.2,71,14,3.5
"1272",2.88296,7.4259,"Sandy Loam",13,1.34,89,26.1,600.8,8,65.7,80.5,108.9,1.1,10,7.2,5.7,3.1,6,63,15,2.7
"1273",2.9317,7.42874,"Sandy Loam",14,1.34,108.9,17.2,543.6,6.4,72.7,65.7,120.5,0.8,8,8,5.7,2.3,6.1,72,16,5.7
"1274",2.97827,7.4259,"Sandy Loam",15,1.32,120.5,21.2,543.6,7.2,72.7,72.7,108.9,1,8,9,5.7,2.3,6.3,66,17,6.4
"1275",3.02592,7.4259,"Sandy Loam",10,1.4,108.9,21.2,664.1,7.2,72.7,72.7,120.5,0.7,8,8,5,1.7,6.3,70,15,4
"1276",3.07357,7.4259,"Sandy Loam",13,1.35,89,23.5,600.8,9,72.7,89,133.3,1,8,8,5.7,1.7,6.2,63,16,2
"1277",3.12122,7.4259,"Sandy Loam",14,1.32,80.5,23.5,664.1,7.2,72.7,89,147.4,1.2,8,8,5.7,1.5,6.2,62,16,3.1
"1278",3.16887,7.4259,"Sandy Loam",14,1.32,98.5,19.1,734.1,8,72.7,80.5,147.4,0.9,8,7.2,5.7,2,6.2,67,15,2.7
"1279",3.21652,7.4259,"Sandy Loam",11,1.33,108.9,15.4,600.8,6.4,72.7,72.7,108.9,0.8,8,9,5.7,2,6.1,71,14,2.7
"1280",3.26417,7.4259,"Sandy Loam",10,1.33,98.5,12.5,491.7,5.7,65.7,59.3,108.9,0.7,7.2,8,5,2,6.1,71,15,4.5
"1281",3.31183,7.4259,"Sandy Loam",11,1.33,108.9,15.4,491.7,5.7,65.7,59.3,98.5,0.8,7.2,7.2,5,2,6,70,17,4.5
"1282",3.35948,7.4259,"Sandy Loam",13,1.33,108.9,19.1,600.8,6.4,72.7,80.5,133.3,0.8,8,7.2,6.4,1.7,6.1,68,14,3.5
"1283",3.40713,7.4259,"Sandy Loam",11,1.32,98.5,15.4,664.1,7.2,72.7,65.7,120.5,0.9,7.2,8,6.4,1.7,6.2,69,14,3.1
"1284",3.45478,7.4259,"Sandy Loam",14,1.34,98.5,19.1,600.8,6.4,72.7,72.7,133.3,0.8,8,6.4,5.7,1.7,6.1,69,14,3.1
"1285",3.50243,7.4259,"Sandy Loam",13,1.34,80.5,23.5,600.8,7.2,65.7,89,147.4,1.1,10,7.2,6.4,2.7,6.1,64,15,2.3
"1286",3.55008,7.4259,"Sandy Loam",19,1.35,72.7,29,543.6,7.2,65.7,89,133.3,1.2,10,8,5.7,2.3,5.9,58,15,2
"1287",3.59773,7.4259,"Sandy Loam",14,1.35,39.4,17.2,600.8,7.2,72.7,72.7,120.5,1.1,9,6.4,5.7,2,6.1,68,15,3.5
"1288",3.64539,7.4259,"Sandy Loam",14,1.35,48.4,19.1,600.8,6.4,72.7,80.5,120.5,1.2,9,8,5,2,6,68,13,2.7
"1289",3.69304,7.4259,"Sandy Loam",15,1.34,35.6,23.5,600.8,6.4,65.7,65.7,108.9,1.2,9,7.2,5.7,2,6.1,67,16,3.5
"1290",3.74069,7.4259,"Sandy Loam",19,1.34,43.7,21.2,664.1,8,59.3,65.7,133.3,1.3,9,6.4,5.7,2,6,64,14,2.7
"1291",3.77428,7.42791,"Sandy Loam",16,1.33,48.4,26.1,664.1,8,65.7,59.3,120.5,1.4,10,6.4,5.7,2,5.9,64,16,2.3
"1292",4.0266,7.4259,"Sandy Loam",15,1.34,53.6,26.1,543.6,7.2,65.7,65.7,120.5,1.6,10,6.4,6.4,2.3,5.9,62,15,1.7
"1293",4.07425,7.4259,"Sandy Loam",16,1.38,59.3,21.2,543.6,7.2,65.7,65.7,108.9,1.2,8,7.2,6.4,2.3,6,64,17,1.7
"1294",4.1219,7.4259,"Sandy Clay Loam",20,1.31,53.6,26.1,491.7,8,89,65.7,120.5,1.7,10,7.2,5.7,2.3,5.8,53,15,2.3
"1295",4.16738,7.41816,"Sandy Loam",19,1.32,48.4,32.1,444.9,7.2,72.7,59.3,108.9,1.6,11.2,7.2,6.4,2.3,5.9,57,15,1.7
"1296",4.21367,7.42712,"Sandy Loam",18,1.35,26.1,32.1,444.9,7.2,80.5,53.6,120.5,1.6,10,8,5.7,2.7,5.9,64,13,2.7
"1297",4.2658,7.4297,"Sandy Loam",17,1.32,39.4,32.1,543.6,7.2,72.7,65.7,108.9,1.4,9,7.2,6.4,2.3,5.8,65,14,1.5
"1298",4.3125,7.4259,"Sandy Loam",17,1.3,17.2,32.1,491.7,6.4,65.7,48.4,133.3,1.7,10,7.2,6.4,3.5,6.2,58,15,2.7
"1299",4.36528,7.41565,"Sandy Loam",17,1.31,35.6,29,600.8,7.2,72.7,59.3,133.3,1.6,10,7.2,5.7,2.3,6,62,16,2
"1300",4.40781,7.4259,"Sandy Loam",18,1.3,29,32.1,402.4,7.2,98.5,53.6,98.5,1.5,10,6.4,6.4,3.1,5.7,61,15,1.7
"1301",4.45546,7.4259,"Sandy Loam",19,1.33,43.7,32.1,543.6,7.2,72.7,59.3,120.5,1.6,10,6.4,5.7,3.1,5.8,55,14,1.2
"1302",4.50311,7.4259,"Sandy Clay Loam",26,1.3,29,29,329.3,6.4,80.5,53.6,98.5,1.4,10,7.2,7.2,3.5,5.5,57,14,2
"1303",4.55076,7.4259,"Sandy Clay Loam",20,1.32,23.5,32.1,402.4,7.2,72.7,65.7,98.5,1.8,10,5.7,6.4,2.7,5.9,63,14,1.7
"1304",4.59841,7.4259,"Sandy Loam",17,1.27,39.4,29,402.4,7.2,89,59.3,98.5,1.6,9,6.4,6.4,3.1,5.7,60,15,1.2
"1305",4.64606,7.4259,"Sandy Clay Loam",23,1.25,39.4,35.6,329.3,7.2,72.7,59.3,98.5,1.6,10,5.7,6.4,4,5.7,58,15,1.7
"1306",4.69371,7.4259,"Sandy Clay Loam",24,1.22,43.7,29,491.7,8,72.7,65.7,98.5,1.5,11.2,6.4,7.2,3.1,5.8,58,14,2
"1307",4.73755,7.43008,"Sandy Clay Loam",22,1.3,53.6,32.1,364,8,80.5,59.3,89,1.5,11.2,7.2,7.2,3.1,5.5,60,15,1.7
"1308",4.78902,7.4259,"Sandy Clay Loam",22,1.28,48.4,26.1,364,8,72.7,59.3,108.9,1.4,11.2,6.4,7.2,3.1,5.7,61,16,2
"1309",4.83667,7.4259,"Sandy Clay Loam",24,1.29,43.7,29,444.9,7.2,89,53.6,108.9,1.7,11.2,7.2,8,3.5,5.6,56,15,1.7
"1310",4.88432,7.4259,"Sandy Clay Loam",26,1.29,53.6,32.1,297.9,7.2,65.7,59.3,98.5,1.6,11.2,7.2,8,3.1,5.6,56,14,1.5
"1311",4.93197,7.4259,"Sandy Clay Loam",27,1.25,43.7,32.1,297.9,6.4,89,53.6,108.9,1.6,10,6.4,7.2,3.1,5.6,62,13,1.5
"1312",4.97962,7.4259,"Sandy Clay Loam",21,1.3,53.6,35.6,444.9,7.2,59.3,65.7,98.5,1.6,10,6.4,6.4,3.5,6.1,63,15,1.7
"1313",5.02727,7.4259,"Sandy Clay Loam",23,1.33,48.4,32.1,329.3,7.2,80.5,53.6,89,1.7,11.2,5.7,8,3.5,5.7,58,15,2
"1314",5.07492,7.4259,"Sandy Clay Loam",23,1.29,48.4,32.1,402.4,8,65.7,65.7,98.5,1.7,11.2,6.4,6.4,3.1,5.6,56,14,1.2
"1315",5.1208,7.42491,"Sandy Clay Loam",25,1.21,39.4,35.6,297.9,5.7,89,59.3,89,1.7,10,7.2,6.4,3.5,5.5,61,12,2
"1316",5.17023,7.4259,"Sandy Clay Loam",25,1.2,59.3,29,329.3,7.2,65.7,72.7,89,1.7,12.5,7.2,8,3.1,5.4,57,15,3.5
"1317",5.21788,7.4259,"Sandy Clay Loam",22,1.25,39.4,35.6,364,7.2,65.7,65.7,72.7,1.6,10,7.2,6.4,2.7,5.6,61,13,1.7
"1318",5.26553,7.4259,"Sandy Loam",20,1.29,53.6,23.5,364,6.4,65.7,65.7,98.5,1.3,10,6.4,5.7,2.7,5.8,65,16,2.3
"1319",5.30679,7.42763,"Sandy Clay Loam",23,1.29,48.4,26.1,444.9,8,72.7,65.7,89,1.7,10,7.2,8,3.1,5.7,56,17,1.7
"1320",5.36083,7.4259,"Sandy Clay Loam",25,1.26,43.7,32.1,329.3,7.2,80.5,65.7,80.5,1.7,12.5,6.4,6.4,3.1,5.7,60,13,2.3
"1321",5.40848,7.4259,"Sandy Clay Loam",24,1.27,43.7,35.6,364,7.2,72.7,53.6,89,1.6,10,6.4,6.4,3.1,5.8,59,13,1.5
"1322",5.45002,7.4193,"Sandy Loam",19,1.29,43.7,29,402.4,7.2,65.7,59.3,89,1.5,10,6.4,6.4,3.1,5.8,61,15,2.7
"1323",5.50379,7.4259,"Sandy Clay Loam",21,1.22,59.3,32.1,444.9,7.2,65.7,72.7,89,1.6,10,7.2,7.2,2.7,5.7,63,14,2
"1324",5.55144,7.4259,"Sandy Clay Loam",21,1.26,48.4,29,444.9,7.2,65.7,72.7,89,1.3,11.2,7.2,6.4,2.3,5.9,62,15,2.3
"1325",5.59909,7.4259,"Sandy Clay Loam",22,1.27,48.4,35.6,297.9,5.7,65.7,72.7,98.5,1.4,10,6.4,7.2,2.7,5.8,59,14,2
"1326",5.6478,7.43329,"Sandy Clay Loam",22,1.23,39.4,32.1,297.9,8,80.5,72.7,72.7,1.4,10,7.2,7.2,3.1,5.6,61,14,1.7
"1327",5.69439,7.4259,"Sandy Clay Loam",22,1.29,65.7,26.1,402.4,6.4,59.3,72.7,98.5,1.4,9,7.2,6.4,3.1,5.9,59,15,2.7
"1328",5.74204,7.4259,"Sandy Clay Loam",24,1.27,65.7,29,269.4,10,65.7,72.7,72.7,1.5,11.2,7.2,7.2,2.7,5.7,61,14,2.3
"1329",5.78969,7.4259,"Sandy Clay Loam",24,1.18,89,32.1,329.3,10,72.7,65.7,89,1.7,15.4,7.2,8,2.7,5.5,52,13,2.7
"1330",5.83735,7.4259,"Sandy Clay Loam",24,1.21,72.7,35.6,364,8,65.7,80.5,72.7,1.7,13.9,8,9,2.7,5.6,58,12,2.7
"1331",5.885,7.4259,"Sandy Clay Loam",27,1.2,59.3,32.1,364,8,65.7,80.5,72.7,1.6,12.5,8,9,2.7,5.7,53,13,2
"1332",5.93265,7.4259,"Sandy Clay Loam",23,1.2,72.7,26.1,402.4,7.2,65.7,72.7,80.5,1.6,12.5,8,8,2.7,5.7,57,14,4
"1333",2.83531,7.4729,"Sandy Loam",12,1.35,89,19.1,491.7,8,65.7,65.7,120.5,0.9,9,7.2,5.7,2.7,6.1,68,15,4
"1334",2.88296,7.4729,"Sandy Loam",19,1.28,89,29,664.1,9,72.7,98.5,133.3,1.3,11.2,7.2,6.4,3.1,6,60,13,2.3
"1335",2.93062,7.4729,"Sandy Loam",17,1.31,80.5,26.1,664.1,10,80.5,98.5,147.4,1.4,10,6.4,5.7,2.7,5.9,61,14,2.3
"1336",2.97637,7.47381,"Sandy Loam",10,1.35,120.5,17.2,543.6,6.4,65.7,65.7,120.5,0.8,9,7.2,5,2.3,6.3,72,13,5
"1337",3.02592,7.4729,"Sandy Loam",13,1.34,108.9,15.4,543.6,6.4,65.7,65.7,108.9,0.8,8,7.2,5,1.7,6.3,69,16,6.4
"1338",3.07357,7.4729,"Sandy Loam",12,1.35,120.5,17.2,664.1,6.4,72.7,80.5,133.3,1,8,7.2,6.4,1.7,6.3,70,16,1.7
"1339",3.12122,7.4729,"Sandy Loam",12,1.32,98.5,17.2,600.8,6.4,72.7,53.6,147.4,0.8,8,8,5,2,6.3,68,17,4.5
"1340",3.16887,7.4729,"Sandy Loam",10,1.32,98.5,19.1,664.1,7.2,72.7,72.7,133.3,0.8,8,7.2,5,2,6.3,68,16,4
"1341",3.21652,7.4729,"Sandy Loam",16,1.34,89,21.2,600.8,7.2,72.7,89,133.3,1.2,9,9,5.7,2.3,6.2,65,16,2.3
"1342",3.26417,7.4729,"Sandy Loam",12,1.32,98.5,17.2,664.1,7.2,65.7,72.7,108.9,0.7,8,6.4,5.7,2.3,6.2,71,13,2.7
"1343",3.31183,7.4729,"Sandy Loam",11,1.36,98.5,17.2,600.8,6.4,72.7,65.7,120.5,0.8,7.2,7.2,6.4,2,6.1,67,15,3.5
"1344",3.35948,7.4729,"Sandy Loam",13,1.31,98.5,26.1,664.1,7.2,65.7,72.7,133.3,0.8,8,8,6.4,2,6.2,68,15,2
"1345",3.40713,7.4729,"Sandy Loam",14,1.35,98.5,12.5,491.7,6.4,72.7,59.3,108.9,0.8,7.2,9,6.4,2,6.1,69,15,3.1
"1346",3.45478,7.4729,"Sandy Loam",14,1.32,108.9,19.1,664.1,7.2,72.7,65.7,133.3,0.8,7.2,9,6.4,1.7,6.2,71,14,5
"1347",3.50243,7.4729,"Sandy Loam",13,1.3,108.9,15.4,543.6,7.2,72.7,72.7,163,0.9,7.2,9,5,1.7,6.2,72,15,4.5
"1348",3.55008,7.4729,"Sandy Loam",15,1.37,98.5,19.1,664.1,7.2,80.5,80.5,120.5,1,9,7.2,6.4,2,6.1,67,14,2.3
"1349",3.59773,7.4729,"Sandy Loam",17,1.34,80.5,21.2,543.6,7.2,80.5,72.7,133.3,1.1,9,7.2,6.4,2,6,62,18,1.7
"1350",3.64539,7.4729,"Sandy Loam",16,1.36,72.7,29,600.8,7.2,65.7,80.5,120.5,1.3,10,7.2,5.7,2.3,6,63,15,2
"1351",3.69304,7.4729,"Sandy Loam",18,1.33,53.6,23.5,664.1,8,65.7,80.5,147.4,1.3,10,7.2,5.7,2.3,6,65,15,3.1
"1352",3.73829,7.47254,"Sandy Loam",18,1.35,48.4,26.1,734.1,6.4,72.7,72.7,147.4,1.6,10,6.4,5,2.7,6,66,16,2
"1353",3.77868,7.48649,"Sandy Loam",18,1.35,48.4,29,600.8,8,65.7,65.7,120.5,1.4,10,6.4,6.4,3.1,5.9,62,14,2.3
"1354",3.83599,7.4729,"Sandy Loam",16,1.32,53.6,23.5,543.6,6.4,59.3,72.7,108.9,1.3,10,7.2,5,2.3,6,61,15,4
"1355",3.88364,7.4729,"Sandy Loam",18,1.39,53.6,26.1,600.8,6.4,72.7,65.7,108.9,1.1,10,9,6.4,2.3,6.2,68,13,3.1
"1356",3.93129,7.4729,"Sandy Loam",14,1.35,32.1,21.2,491.7,5.7,72.7,59.3,108.9,0.9,9,8,5.7,2,6.2,67,14,2.7
"1357",3.97894,7.4729,"Sandy Loam",17,1.35,35.6,21.2,491.7,6.4,59.3,59.3,120.5,1.4,9,7.2,5.7,2.3,5.9,66,15,4
"1358",4.0266,7.4729,"Sandy Loam",17,1.31,59.3,19.1,444.9,7.2,72.7,65.7,120.5,1.3,10,7.2,5.7,2.3,5.9,62,13,3.5
"1359",4.08348,7.48093,"Sandy Loam",19,1.3,48.4,21.2,600.8,8,89,72.7,133.3,1.2,8,7.2,6.4,2,5.8,61,18,1.7
"1360",4.1219,7.4729,"Sandy Loam",16,1.3,48.4,29,543.6,9,89,65.7,108.9,1.4,11.2,7.2,6.4,2.3,5.8,57,16,1.7
"1361",4.16955,7.4729,"Sandy Loam",20,1.26,43.7,29,402.4,6.4,98.5,59.3,98.5,1.5,10,7.2,6.4,2.7,5.7,57,14,1.7
"1362",4.2172,7.4729,"Sandy Loam",16,1.35,35.6,26.1,543.6,7.2,65.7,72.7,120.5,1.3,10,7.2,5.7,2,6,64,14,1.7
"1363",4.26485,7.4729,"Sandy Loam",17,1.29,39.4,32.1,491.7,7.2,80.5,59.3,108.9,1.5,10,7.2,6.4,2.7,5.7,61,15,1.7
"1364",4.3125,7.4729,"Sandy Loam",18,1.33,26.1,35.6,444.9,6.4,65.7,59.3,108.9,1.9,10,7.2,6.4,3.1,5.8,58,14,2.3
"1365",4.34055,7.4916,"Sandy Loam",17,1.3,43.7,29,444.9,7.2,80.5,59.3,120.5,1.5,10,6.4,7.2,3.1,5.9,63,13,2
"1366",4.40781,7.4729,"Sandy Loam",19,1.28,39.4,29,491.7,8,72.7,59.3,108.9,1.6,10,7.2,6.4,2.3,5.8,62,16,1.2
"1367",4.45546,7.4729,"Sandy Loam",18,1.31,39.4,32.1,491.7,7.2,80.5,59.3,120.5,1.4,10,6.4,6.4,3.5,6.1,59,14,2.3
"1368",4.49135,7.47863,"Sandy Loam",20,1.29,32.1,35.6,402.4,6.4,89,59.3,108.9,1.5,11.2,6.4,7.2,3.1,5.7,58,14,2.3
